ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,CountValue,DOI
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/29/1942,4/4/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/5/1942,4/11/1942,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/12/1942,4/18/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/19/1942,4/25/1942,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/26/1942,5/2/1942,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/3/1942,5/9/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/10/1942,5/16/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/17/1942,5/23/1942,2,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/24/1942,5/30/1942,2,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/31/1942,6/6/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/7/1942,6/13/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/14/1942,6/20/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/21/1942,6/27/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/28/1942,7/4/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/5/1942,7/11/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/12/1942,7/18/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/19/1942,7/25/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/26/1942,8/1/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/2/1942,8/8/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/9/1942,8/15/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/16/1942,8/22/1942,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/23/1942,8/29/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/30/1942,9/5/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/6/1942,9/12/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/13/1942,9/19/1942,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/20/1942,9/26/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/27/1942,10/3/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/4/1942,10/10/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/11/1942,10/17/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/18/1942,10/24/1942,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/25/1942,10/31/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/1/1942,11/7/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/8/1942,11/14/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/15/1942,11/21/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/22/1942,11/28/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/29/1942,12/5/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/6/1942,12/12/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/13/1942,12/19/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/20/1942,12/26/1942,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/27/1942,1/2/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/3/1943,1/9/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/10/1943,1/16/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/17/1943,1/23/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/24/1943,1/30/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/31/1943,2/6/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/7/1943,2/13/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/14/1943,2/20/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/21/1943,2/27/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/28/1943,3/6/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/7/1943,3/13/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/14/1943,3/20/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/21/1943,3/27/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/28/1943,4/3/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/4/1943,4/10/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/11/1943,4/17/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/18/1943,4/24/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/25/1943,5/1/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/2/1943,5/8/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/9/1943,5/15/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/16/1943,5/22/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/23/1943,5/29/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/30/1943,6/5/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/6/1943,6/12/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/13/1943,6/19/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/20/1943,6/26/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/27/1943,7/3/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/4/1943,7/10/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/11/1943,7/17/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/18/1943,7/24/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/25/1943,7/31/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/1/1943,8/7/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/8/1943,8/14/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/15/1943,8/21/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/22/1943,8/28/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/29/1943,9/4/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/5/1943,9/11/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/12/1943,9/18/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/19/1943,9/25/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/26/1943,10/2/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/3/1943,10/9/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/10/1943,10/16/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/17/1943,10/23/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/24/1943,10/30/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/31/1943,11/6/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/7/1943,11/13/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/14/1943,11/20/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/21/1943,11/27/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/28/1943,12/4/1943,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/5/1943,12/11/1943,2,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/12/1943,12/18/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/19/1943,12/25/1943,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,12/26/1943,1/1/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/2/1944,1/8/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/9/1944,1/15/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/16/1944,1/22/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/23/1944,1/29/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,1/30/1944,2/5/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/6/1944,2/12/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/13/1944,2/19/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/20/1944,2/26/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,2/27/1944,3/4/1944,5,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/5/1944,3/11/1944,3,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/12/1944,3/18/1944,4,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/19/1944,3/25/1944,10,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,3/26/1944,4/1/1944,2,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/2/1944,4/8/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/9/1944,4/15/1944,2,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/16/1944,4/22/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/23/1944,4/29/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,4/30/1944,5/6/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/7/1944,5/13/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/14/1944,5/20/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/21/1944,5/27/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,5/28/1944,6/3/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/4/1944,6/10/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/18/1944,6/24/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,6/25/1944,7/1/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/2/1944,7/8/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/9/1944,7/15/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/16/1944,7/22/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/23/1944,7/29/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,7/30/1944,8/5/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/6/1944,8/12/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/13/1944,8/19/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/20/1944,8/26/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,8/27/1944,9/2/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/3/1944,9/9/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/10/1944,9/16/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/17/1944,9/23/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,9/24/1944,9/30/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/1/1944,10/7/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/8/1944,10/14/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/15/1944,10/21/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/22/1944,10/28/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,10/29/1944,11/4/1944,1,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,US,PENNSYLVANIA,US-PA,NA,NA,11/5/1944,11/11/1944,0,10.25337/T7/ptycho.v2.0/US.387754006
